id,name,address,operator
DORM-46529,,71 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636806 NEW SEASON CONTRACTORS PTE. LTD.,
DORM-46435,,19 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636780 VITA INVESTMENT PTE. LTD.,
DORM-46518,,53 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636797 GLOBAL SINOTRUST PTE. LTD.,
DORM-46515,,41 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636791 CHBC INTEGRATED BUILDERS PTE. LTD.,
DORM-46592,,33 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636787 SPG CONTRACTS MANAGEMENT PTE. LTD.,
DORM-46626,,11 TUAS SOUTH STREET 6 SINGAPORE 636914 S. K. YAP ENGINEERING PTE. LTD.,
DORM-00822,,36 KAKI BUKIT CRESCENT SINGAPORE 416264 SWEE DEVELOPMENTS PTE. LTD.,
DORM-00206,00 SINGAPORE 757828 BOON CHANG STRUCTURE,58 WOODLANDS INDUSTRIAL PARK E7 #01,PTE LTD
DORM-00244,,29 HARVEY ROAD SINGAPORE 369621 MALAYSIA DAIRY INDUSTRIES PRIVATE LIMITED,
DORM-01123,,230 PANDAN LOOP SINGAPORE 128415 LIM CHEE GUAN FOOD INDUSTRIES PTE. LTD.,
DORM-00360,,16 TECH PARK CRESCENT SINGAPORE 638116 NEW & NOVEL ENGINEERING PTE LTD,
DORM-00096,,2 LOYANG WALK SINGAPORE 508785 VIGCON CONSTRUCTION PTE LTD,
DORM-45694,,5 Loyang Way 1 Singapore 508706 NCB Building NEWCON BUILDERS PTE. LTD.,
DORM-00278,,7 WOODLANDS SECTOR 1 SINGAPORE 738359 SEE HO ENGINEERING,
DORM-00639,,21A TECH PARK CRESCENT SINGAPORE 637847 CREC CONSTRUCTION PTE LTD,
DORM-00392,,37 TUAS VIEW PLACE SINGAPORE 637883 GAN SERVICES PTE. LTD.,
DORM-00534,,65 SUNGEI KADUT STREET 1 SINGAPORE 729366 POH CHEONG CONCRETE PRODUCT PTE LTD,
DORM-00901,,113 TUAS VIEW WALK 1 SINGAPORE 637733 HONG YIAP ENGINEERING PTE. LTD.,
DORM-00593,,10 FIRST LOK YANG ROAD SINGAPORE 629732 YONG TAI LOONG PTE LTD,
DORM-00605,,2 TECH PARK CRESCENT SINGAPORE 638130 TIONG ASIA MARINE PTE LTD,
DORM-00778,00 Singapore 618289 SEO ENG JOO FROZEN FOOD,5 BUROH LANE #00,PTE LTD
DORM-45717,,34 KAKI BUKIT CRESCENT SINGAPORE 416263 STEEL ALLY CONTRACTS PTE LTD,
DORM-00933,,21 TUAS SOUTH STREET 7 SINGAPORE 637111 BENG SOON MACHINERY SERVICES (SINGAPORE) PTE LTD,
DORM-00949,,5 GUL DRIVE SINGAPORE 629457 QUALICOAT PTE LTD,
DORM-00084,,45 KAKI BUKIT PLACE SINGAPORE 416223 TSL HOLDINGS (S) PTE. LTD.,
DORM-00720,,2B SUNGEI KADUT DRIVE SINGAPORE 729555 AH BOON CIVIL ENGINEERING & BUILDING CONTRACTOR PTE LTD,
DORM-00423,,18 KAKI BUKIT PLACE SINGAPORE 416196 SH INTEGRATED SERVICES PTE. LTD.,
DORM-00903,124 to #01-130 SINGAPORE 608586 TG48,48 TOH GUAN ROAD EAST #01,PTE. LTD.
DORM-00474,,140 TAGORE LANE SINGAPORE 787560 TONG SHING CONTRACTORS PRIVATE LIMITED,
DORM-01116,,66A SENOKO ROAD SINGAPORE 758131 SIN HONG SENG ENGINEERING (PTE .) LTD,
DORM-00362,,203 KRANJI ROAD SINGAPORE 739481 TONG CHIP LEE PTE LTD,
DORM-00939,,12 TUAS SOUTH STREET 10 SINGAPORE 637097 TAT HONG PLANT LEASING PTE. LTD.,
DORM-00582,,34 TAGORE LANE SINGAPORE 787486 HAI YONG ENGINEERING PTE LTD,
DORM-00361,,79 TUAS VIEW WALK 1 SINGAPORE 637619 HYLECT GLOBAL PRIVATE LIMITED,
DORM-00513,,25 LOYANG CRESCENT SINGAPORE 508988 TOLL OFFSHORE PETROLEUM SERVICES PTE. LTD.,
DORM-00744,,1A PIONEER SECTOR WALK SINGAPORE 627895 SUPER GALVANISING PTE LTD,
DORM-45629,,531 BUKIT BATOK STREET 23 SINGAPORE 659547 SETSCO SERVICES PTE LTD,
DORM-45669,,19 TUAS STREET SINGAPORE 638456 JAY MACHINERY PTE. LTD.,
DORM-46462,,33 KIAN TECK WAY SINGAPORE 628746 YANGFAN ENGINEERING PTE. LTD.,
DORM-45935,,17 PIONEER SECTOR 2 SINGAPORE 628378 LAYAN MANAGEMENT PTE. LTD.,
DORM-45941,,13 TUAS SOUTH STREET 13 SINGAPORE 636939 QUEK & QUEK CIVIL ENGINEERING PTE LTD,
DORM-46468,298 BUKIT BATOK INDUSTRIAL ESTATE P ARK A SINGAPORE 659537 R.A.K. MATERIALS CONSULTANTS,2032 BUKIT BATOK STREET 23 #01,PTE LTD
DORM-46516,,10 Tuas South Street 15 Singapore 637076 HEATEC JIETONG HOLDINGS LTD.,
DORM-46679,,69 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638073 LAI WOON OFFSHORE PTE. LTD.,
DORM-00960,,34 GUL AVENUE SINGAPORE 629674 YONGSHENG E & C PTE. LTD.,
DORM-00580,,20 TECH PARK CRESCENT SINGAPORE 638112 PASUMPON GROUP PTE. LTD.,
DORM-00892,,7 TECH PARK CRESCENT SINGAPORE 638125 JSR CONSTRUCTION PTE. LTD.,
DORM-00719,,5 SUNGEI KADUT DRIVE SINGAPORE 729558 ENG HUA FURNITURE MANUFACTURING PTE LTD,
DORM-01132,,18 WOODLANDS WALK SINGAPORE 738392 SHAN MING AIRCONDITIONING (S) PTE LTD,
DORM-00961,,27 KRANJI WAY SINGAPORE 739437 MO GUAN CONSTRUCTION ENGINEERING PTE LTD,
DORM-00103,,1 SECOND CHIN BEE ROAD SINGAPORE 618768 SHARIKAT NATIONAL FOOD PTE. LTD.,
DORM-01174,,7 SIXTH LOK YANG ROAD SINGAPORE 628105 AEROSTAR CORPORATION PTE LTD,
DORM-00538,,15 SENOKO SOUTH ROAD SINGAPORE 758076 SENG HENG TABLES & CHAIRS RENTAL,
DORM-00160,,18 SENOKO WAY SINGAPORE 758040 LEE SAY POULTRY INDUSTRIAL,
DORM-45998,,4A GUL DRIVE SINGAPORE 629503 H T GLASS PTE. LTD.,
DORM-00631,,27 TECH PARK CRESCENT SINGAPORE 638105 GREEN STAR PRODUCTS (S) PTE LTD,
DORM-00941,,12 GENTING ROAD SINGAPORE 349474 KHP PROPERTIES PTE. LTD.,
DORM-00762,,26 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757744 JAMES CONTRACTOR PTE LTD,
DORM-00735,MIX,49 SUNGEI KADUT STREET 6 SINGAPORE 728874 STAR READY,PTE. LTD.
DORM-00415,,14 GENTING ROAD SINGAPORE 349475 GOOD CLASS BUILDERS PTE. LTD.,
DORM-00272,,32 TUAS SOUTH STREET 3 SINGAPORE 638029 CHUAN MACHINERY PTE LTD,
DORM-00767,,413 TAGORE INDUSTRIAL AVENUE SINGAPORE 787803 ATL MAINTENANCE PTE. LTD.,
DORM-01065,,90 EUNOS AVENUE 7 SINGAPORE 409571 CRIMSIGN GRAPHICS PTE LTD,
DORM-00127,,142 TAGORE LANE SINGAPORE 787561 KIM YEW INTEGRATED PTE. LTD.,
DORM-00173,,55 TUAS VIEW WALK 2 SINGAPORE 637627 HONG HUA GUAN MARINE & ENGINEERING PTE LTD,
DORM-00247,RAY,14 TECH PARK CRESCENT SINGAPORE 638118 STAR,PTE LTD
DORM-45939,26 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933 YEE CONSTRUCTION AND RENOVATION,51 UBI AVENUE 1 #05,PTE. LTD.
DORM-00930,,432 TAGORE INDUSTRIAL AVENUE SINGAPORE 787811 BUILDFORMS CONSTRUCTION PTE LTD,
DORM-00628,,6 TUAS VIEW SQUARE SINGAPORE 637639 BRYAN BOILER ENGINEERING PTE LTD,
DORM-00349,,42 TECH PARK CRESCENT SINGAPORE 638096 DEBENHO PTE LTD,
DORM-00300,,21 TUAS AVENUE 4 SINGAPORE 639371 HOTEL LAUNDRY PTE. LTD.,
DORM-46461,,22 KAKI BUKIT VIEW KAKI BUKIT TECHPARK II SINGAPORE 415958 MAXMAN ENGINEERING PTE. LTD.,
DORM-00481,,8 TECH PARK CRESCENT SINGAPORE 638124 CORE BUILDER PTE. LTD.,
DORM-00900,,35 KAKI BUKIT PLACE SINGAPORE 416213 BLUE SKYLINE CONSTRUCTION DEVELOPMENT PTE. LTD.,
DORM-00819,,205 KRANJI ROAD SINGAPORE 739482 FURNISHING 25 PTE. LTD.,
DORM-04449,TECH METAL,110 WOODLANDS INDUSTRIAL PARK E3 SINGAPORE 757842 G,PTE. LTD.
DORM-01102,,204 WOODLANDS INDUSTRIAL PARK E9 SINGAPORE 757879 LIAN HIN PTE. LTD.,
DORM-00585,00 SINGAPORE 637088 AST GROUP,8 TUAS SOUTH STREET 12 #01,PTE. LTD.
DORM-45314,292 SINGAPORE 659535 A & A CONSTRUCTION & ENGINEERING,2030 BUKIT BATOK STREET 23 #01,PTE LTD
DORM-45360,,21 TANNERY LANE SINGAPORE 347783 ROYAL'S ENGINEERING & TRADING (S) PTE. LTD.,
DORM-01142,,10 TUAS SOUTH STREET 12 SINGAPORE 637087,
DORM-45633,,57 TUAS VIEW WALK 2 SINGAPORE 637628 HUA AN DEVELOPMENT PTE. LTD.,
DORM-45651,,26 CHIA PING ROAD SINGAPORE 619977 HUAKEONG TRADING PTE. LTD.,
DORM-45895,,24A WOODLANDS LOOP SINGAPORE 737891 APPLIED TOTAL CONTROL TREATMENT PTE. LTD.,
DORM-46440,,23 TUAS AVENUE 8 ALY BUILDING SINGAPORE 639238 ALY ENERGY SINGAPORE PTE. LTD.,
DORM-46476,,70 EUNOS AVENUE 7 EUNOS INDUSTRIAL ESTATE SINGAPORE 409569 OP3 CREATIVE PTE. LTD.,
DORM-46584,,89 DEFU LANE 10 UNION GAS HOUSE SINGAPORE 539220 UNION GAS HOLDINGS LIMITED,
DORM-00185,,31 TUAS VIEW PLACE SINGAPORE 637877 GAN ENGINEERING PTE. LTD.,
DORM-00463,46 SINGAPORE 757820 LIAN SHING CONSTRUCTION CO,46 WOODLANDS INDUSTRIAL PARK E7 #01,PTE LTD
DORM-01048,,11 CHIN BEE AVENUE SINGAPORE 619935 TPS CONSTRUCTION PTE LTD,
DORM-00724,,8 WOODLANDS LOOP SINGAPORE 738323 YEW HUAT SCAFFOLDING WORK,
DORM-46510,29 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933 FEYANG CONSTRUCTION & TRADING,51 UBI AVENUE 1 #05,PTE LTD
DORM-46509,,"20 KAKI BUKIT PLACE, EUNOS TECHPARK, SINGAPORE 416198 ALSTERN RESIDENCES PTE. LTD.",
DORM-04406,,8 TUAS SOUTH STREET 10 SINGAPORE 636943 HIAP TONG CRANE & TRANSPORT PTE LTD,
DORM-45782,,10 TUAS SOUTH STREET 10 SINGAPORE 636944 LEONG KIANG (ASIA) MACHINERY PTE. LTD.,
DORM-01016,,28 TUAS VIEW PLACE SINGAPORE 637874 GAN SERVICES PTE. LTD.,
DORM-00250,,26 TUAS VIEW PLACE SINGAPORE 637872 B S CONSTRUCTION SERVICES PTE LTD,
DORM-00199,,10 TECH PARK CRESCENT SINGAPORE 638122 SPECMAX TECHNOLOGIES PTE. LTD.,
DORM-01148,,6 CHANGI SOUTH STREET 1 SINGAPORE 486792 SPACELOGIC PTE. LTD.,
DORM-45469,,2 KRANJI CRESCENT SINGAPORE 728658 LIAN HUP BROTHERS PTE LTD,
DORM-00297,,31 LOYANG DRIVE LOYANG INDUSTRIAL ESTATE SINGAPORE 508946 SINDECON AIRCON & BUILDING SERVICES PTE LTD,
DORM-00440,,115 TUAS VIEW WALK 1 SINGAPORE 637734 HWA CHENG DEVELOPMENT PTE. LTD.,
DORM-45997,,7 TUAS SOUTH STREET 9 SINGAPORE 637102 PROSPAQ GROUP PTE. LTD.,
DORM-00462,,21 TECH PARK CRESCENT SINGAPORE 638111 RED EAGLE MARINE PTE. LTD.,
DORM-00180,,14 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757736 TRIPLE Y PTE. LTD.,
DORM-00704,,6 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757729 QUADUNION BUILDERS PTE. LTD.,
DORM-00189,TECH MARINE,135 TUAS VIEW SQUARE SINGAPORE 637744 IT,PTE LTD
DORM-00868,,84 KAKI BUKIT INDUSTRIAL TERRACE SINGAPORE 416164 GLOBALWIDE INTERNATIONAL PTE. LTD.,
DORM-00212,RICH ENGINEERING,6 WOODLANDS WALK SINGAPORE 738398 PREMIUM,PTE. LTD.
DORM-45206,,27 SUNGEI KADUT STREET 1 SINGAPORE 729335 LHT HOLDINGS LIMITED,
DORM-00668,,131 TUAS VIEW SQUARE SINGAPORE 637742 CHRONICLE VENTURE PTE. LTD.,
DORM-00383,,46 TECH PARK CRESCENT SINGAPORE 638094 GOLDEN SANDS CONSTRUCTION & ENGINEERING PTE. LTD.,
DORM-46459,,30 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638102 JIN SHENG PTE LTD,
DORM-00099,ENERGY (S),21 KRANJI CRESCENT SINGAPORE 728678 LEADING BIO,PTE. LTD.
DORM-00164,,139 TUAS VIEW SQUARE SINGAPORE 637746 SVN ENGINEERING PTE. LTD.,
DORM-00460,,32 GUL AVENUE SINGAPORE 629672 MECTRADE ENGINEERING (PTE.) LTD.,
DORM-00700,,51 KRANJI CRESCENT SINGAPORE 728661 SAMWOH CORPORATION PTE. LTD.,
DORM-00928,,41 SUNGEI KADUT STREET 1 SINGAPORE 729345 SIN GEE HUAT RECYCLING PTE. LTD.,
DORM-01056,,28 LOYANG CRESCENT SINGAPORE 508990 HAFARY CRESCENT PTE LTD,
DORM-00657,,100 WOODLANDS INDUSTRIAL PARK E3 SINGAPORE 757837 LONDON CONSTRUCTION PTE. LTD.,
DORM-00973,,145 TUAS VIEW SQUARE SINGAPORE 637749 ASIATEC ENGINEERING PTE. LTD.,
DORM-00214,,17 KIAN TECK AVENUE SINGAPORE 628902 HWA LEONG MARINE ENGINEERING PTE. LTD.,
DORM-00182,,67L TUAS SOUTH AVENUE 1 SINGAPORE 637517 SKYTECH ENGINEERING (S) PTE. LTD.,
DORM-45907,,2 WOODLANDS WALK BELLUS BUILDING SINGAPORE 738221 BELLUS GROUP (PTE. LTD.),
DORM-00550,,109 TUAS VIEW WALK 1 SINGAPORE 637731 ROYAL'S ENGINEERING & TRADING (S) PTE. LTD.,
DORM-00386,,9 CHANGI SOUTH STREET 1 SINGAPORE 486789 T.K.H SYNERGY HOLDINGS PTE. LTD.,
DORM-00470,,17 SENOKO CRESCENT SINGAPORE 758271 HENG GUAN POULTRY INDUSTRIES PRIVATE LIMITED,
DORM-00279,,96 TAGORE LANE SINGAPORE 787538 HIGHNESS ELECTRICAL ENGINEERING PTE LTD,
DORM-01164,,30 MARSILING LANE SINGAPORE 739149 K S L ENGINEERING PTE LTD,
DORM-00311,,135 UBI AVENUE 4 SINGAPORE 408771 AEGIS BUILDING & ENGINEERING PTE LTD,
DORM-01071,ECHIGO,3 WOODLANDS SECTOR 1 SINGAPORE 738361 JCS,PTE LTD
DORM-00567,,25 TECH PARK CRESCENT SINGAPORE 638107 OCEANMASTER ENGINEERING PTE LTD,
DORM-00579,,43 TUAS VIEW CLOSE SINGAPORE 637477 K.A. BUILDING CONSTRUCTION PTE LTD,
DORM-00068,,133 TUAS VIEW SQUARE SINGAPORE 637743 GA CONSTRUCTION PTE LTD,
DORM-00596,,90 TAGORE LANE SINGAPORE 787532 YEW ANN CONSTRUCTION PTE LTD,
DORM-00612,,53 TUAS VIEW WALK 2 SINGAPORE 637626 CHAN & CHAN ENGINEERING PTE. LTD.,
DORM-00614,,52 TECH PARK CRESCENT SINGAPORE 638089 KOON HUI ENGINEERING WORKS PTE LTD,
DORM-00633,,105 NEYTHAL ROAD SINGAPORE 628593 YONG TAI LOONG (PTE) LTD.,
DORM-00217,,137 TUAS VIEW SQUARE SINGAPORE 637745 HY BUILDING MAINTENANCE SERVICES PTE LTD,
DORM-00253,,4 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757727 DEKKO TENTAGE PTE. LTD.,
DORM-00683,,50 TECH PARK CRESCENT SINGAPORE 638091 KOON HUI ENGINEERING WORKS PTE LTD,
DORM-00821,,98 TAGORE LANE SINGAPORE 787539 SKYLINE INNOVATIVE ENGINEERING PTE. LTD.,
DORM-01040,,10 TUAS SOUTH STREET 7 SINGAPORE 637114 ZAP PILING PTE LTD,
DORM-45187,,119 TUAS VIEW WALK 1 SINGAPORE 637736 MANTECH ENGINEERING PTE LTD,
DORM-01063,,27 KIM CHUAN TERRACE SINGAPORE 537045 EVORICH HOLDINGS PTE. LTD.,
DORM-00286,,204 TAGORE LANE SINGAPORE 787592 UNITED SPECIALISTS PTE LTD,
DORM-45827,,67 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636804 UNION M&E PTE. LTD.,
DORM-00328,,14 TAGORE LANE SINGAPORE 787475 SOLIGEN CONSTRUCTION & ENGINEERING PTE. LTD.,
DORM-46607,280 BUKIT BATOK INDUSTRIAL ESTATE P ARK A SINGAPORE 659530 HOCKLIM ENGINEERING,2025 BUKIT BATOK STREET 23 #01,PTE. LTD.
DORM-00378,,40 KAKI BUKIT PLACE SINGAPORE 416218 KM CONSTRUCTION CO. (S) PTE. LTD.,
DORM-00152,,54 KAKI BUKIT INDUSTRIAL TERRACE SINGAPORE 416134 KM CONSTRUCTION CO. (S) PTE. LTD.,
DORM-01014,,16 TUAS AVENUE 10 SINGAPORE 639140 METAL MACHINES ENGINEERING SERVICES (PTE) LTD,
DORM-00532,,138 TAGORE LANE SINGAPORE 787559 URBAN LANDSCAPES PTE LTD,
DORM-00545,,10 WOODLANDS INDUSTRIAL PARK E3 SINGAPORE 757788 TOP PAVE PTE LTD,
DORM-00552,,4 LOYANG STREET SINGAPORE 508839 YUEN MAI GLASS MERCHANT PTE LTD,
DORM-00828,,59J TUAS SOUTH AVENUE 1 SINGAPORE 637410 AND 59H TUAS SOUTH AVE NUE 1 SINGAPORE 637409 SIN HONG STEEL WORKS PTE. LTD.,
DORM-00576,,129 TUAS VIEW SQUARE SINGAPORE 637741 MONT FORT TECHNOLOGIES (PTE.) LTD.,
DORM-00814,,21 THIRD CHIN BEE ROAD SINGAPORE 618694 MILLENNIUM 3 BUILDING PRODUCTS PTE LTD,
DORM-00413,,41 KAKI BUKIT PLACE SINGAPORE 416219 LAYAN MANAGEMENT PTE. LTD.,
DORM-01169,,6 TUAS SOUTH STREET 7 SINGAPORE 636892 800 SUPER HOLDINGS LIMITED,
DORM-00066,,23 TECH PARK CRESCENT SINGAPORE 638109 HUAN BAO ENGINEERING PTE. LTD.,
DORM-00184,,40 KAKI BUKIT INDUSTRIAL TERRACE SINGAPORE 416120 D.TRONIC M&E ENGINEERING PTE. LTD.,
DORM-00623,,21 UBI CRESCENT SINGAPORE 408578 QUAN XIN PLASTERCEIL DECOR PTE. LTD.,
DORM-45173,,170 WOODLANDS INDUSTRIAL PARK E7 SINGAPORE 757871 IQUARTZ PTE. LTD.,
DORM-01136,,8 TUAS AVENUE 11 SINGAPORE 639074 POLYBUILDING (S) PTE LTD,
DORM-00661,,143 TUAS VIEW SQUARE SINGAPORE 637748 HONG YUEN ELECTRICAL ENGINEERING CO PTE. LTD.,
DORM-00674,,44 TAGORE LANE SINGAPORE 787491 WANG KOK SEWERAGE CONSTRUCTION PTE LTD,
DORM-00107,,54 TECH PARK CRESCENT SINGAPORE 638087 STEEL GIANT ENGINEERING PTE. LTD.,
DORM-00686,,117 TUAS VIEW WALK 1 SINGAPORE 637735 TMT QUICK SERVICE PTE LTD.,
DORM-00693,,3 KALLANG PUDDING ROAD SINGAPORE 349308 CHENG MENG FURNITURE GROUP (PTE.) LTD.,
DORM-01076,,15 TUAS AVENUE 4 SINGAPORE 639367 YAN SAN METALS PTE LTD,
DORM-45282,,72 SUNGEI KADUT LOOP SINGAPORE 729479 MO GUAN CONSTRUCTION ENGINEERING PTE LTD,
DORM-45447,,13A PANDAN CRESCENT SINGAPORE 128478 JPN INDUSTRIAL TRADING PTE LTD,
DORM-00887,,55 GENTING LANE SINGAPORE 349563 EM CONSTRUCTION & ENGINEERING PTE. LTD.,
DORM-00290,,28 KAKI BUKIT PLACE SINGAPORE 416206 JAYFRED PTE LTD,
DORM-00850,,10 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757733 FU CHENG BUILDING CONSTRUCTION PTE. LTD.,
DORM-45083,,57 KAKI BUKIT PLACE SINGAPORE 416231 SKYDE ENGINEERING PTE. LTD.,
DORM-45625,282 BUKIT BATOK INDUSTRIAL ESTATE P ARK A SINGAPORE 659530 DEBENHO,2025 BUKIT BATOK STREET 23 #01,PTE LTD
DORM-45655,14 SINGAPORE 408934 YEE CONSTRUCTION AND RENOVATION,53 UBI AVENUE 1 #05,PTE. LTD.
DORM-45698,,56 TECH PARK CRESCENT SINGAPORE 638085 STEEL GIANT ENGINEERING PTE. LTD.,
DORM-45712,09 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933 NORIS ENGINEERING & AIR-CONDITIONING,51 UBI AVENUE 1 #05,PTE LTD
DORM-45729,,5 EUNOS AVENUE 8A HENRY BUILDING SINGAPORE 409459 INPRODEC ASSOCIATES (S) PTE. LTD.,
DORM-45748,,36 TECH PARK CRESCENT TUAS TECHPARK EVERISE CONSTRUCTION PTE. LTD.,
DORM-45752,,154 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787567 CMS ENGINEERING PTE. LTD.,
DORM-45826,,2 LOYANG DRIVE SINGAPORE 508935 SAPPHIRE WINDOWS PTE. LTD.,
DORM-45959,,160 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787570 ICATCHER PRODUCTIONS PTE. LTD.,
DORM-46019,,40 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638097 FABTEC ASIA ENGINEERING PTE. LTD.,
DORM-45923,,10 TUAS SOUTH STREET 11 SINGAPORE 637095 HO LEE CONSTRUCTION PTE LTD,
DORM-45947,,"4 KAKI BUKIT VIEW, SINGAPORE 415943 DLE M&E PTE. LTD.",
DORM-45987,,5 TUAS SOUTH STREET 8 SINGAPORE 637002 BOILERMASTER HOLDINGS PTE LTD,
DORM-46006,,151 UBI AVENUE 4 HENSON WAREHOUSE SINGAPORE 408779 ELTRON ELECTRICAL ENGINEERING PTE. LTD.,
DORM-46474,,141 UBI AVENUE 4 HENSON WAREHOUSE SINGAPORE 408774 MING YANG GENERAL CONTRACTOR PTE LTD,
DORM-46499,,15 TUAS VIEW LOOP SINGAPORE 637681 U SQUARE ENGINEERING & SERVICES PTE. LTD.,
DORM-46570,,33 LOYANG CRESCENT SINGAPORE 509014 KM CONSTRUCTION CO. (S) PTE. LTD.,
DORM-46502,,42 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787490 CHL CONSTRUCTION PTE LTD,
DORM-46563,,99 SECOND LOK YANG ROAD SINGAPORE 628171 FUTURE INNOVATION & CONSTRUCTION PRIVATE LTD.,
DORM-46523,,4 KIAN TECK DRIVE SINGAPORE 628821 SHUN YI CHENG CONTRACT ENGINEERING PTE LTD,
DORM-46526,,"149 UBI AVENUE 4,HENSON WAREHOUSE, SINGAPORE 408778 CITY HOSTEL PTE. LTD.",
DORM-46597,"12, SINGAPORE 408933 WEE-BUILT","51 UBI AVENUE 1, PAYA UBI INDUSTRIAL PARK #05",PTE. LTD.
DORM-46636,,57 UBI CRESCENT SINGAPORE 408596 CONINT PTE. LTD.,
DORM-46590,,41 TUAS VIEW LOOP SINGAPORE 637697 LITEC ENGINEERING PTE. LTD.,
DORM-46602,,18 TUAS LINK 1 SINGAPORE 638599 GLOBAL BARRELS INDUSTRIES PTE. LTD.,
DORM-46673,,11 TUAS VIEW LOOP SINGAPORE 637677 NPC METAL WORKS PTE LTD,
DORM-00615,,182 GUL CIRCLE SINGAPORE 629630 SHOWTEC INTERNATIONAL PTE. LTD.,
DORM-00339,,24 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757801 TOP PAVE PTE LTD,
DORM-00656,,6 JOO KOON CRESCENT SINGAPORE 629010 CHOON HUAT ENGINEERING PTE LTD,
DORM-01085,,48 PANDAN ROAD SINGAPORE 609289 POH TIONG CHOON LOGISTICS LIMITED,
DORM-46005,,49A TUAS SOUTH AVENUE 1 SINGAPORE 637251 SOON YAN ENGINEERING PTE LTD,
DORM-46562,,3 TUAS AVENUE 14 SINGAPORE 638950 ULTRA JET MARINE PTE LTD,
DORM-00358,,98 KAKI BUKIT INDUSTRIAL TERRACE SINGAPORE 416174 CHIAN TECK DEVELOPMENT PTE. LTD.,
DORM-00702,COAT,14 SOON LEE ROAD SINGAPORE 628077 M,PTE LTD
DORM-45688,35 & #01-36 Singapore 498765 OCL BUILDING SERVICES,15 Changi North Street 1 #01,PTE. LTD.
DORM-45877,,35 CHANGI SOUTH AVENUE 2 SUNNY INDUSTRIAL BUILDING SINGAPORE 4 86134 MESAN LOCKS ASIA PTE. LTD.,
DORM-46023,,59 UBI CRESCENT SINGAPORE 408597 CONINT PTE. LTD.,
DORM-46496,,10 CHANGI SOUTH STREET 1 SINGAPORE 486788 DESHIN ENGINEERING & CONSTRUCTION PTE LTD,
DORM-01127,,47 TUAS VIEW PLACE SINGAPORE 637888 RAKKI TECH PTE. LTD.,
DORM-00984,,14 GUL LANE SINGAPORE 629412 ETH ENTERPRISE PTE LTD,
DORM-00274,,260 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757312 ZECON ENGINEERING WORKS PTE LTD,
DORM-00302,,35 BENOI ROAD SINGAPORE 627789 UNIQUETECH PTE. LTD.,
DORM-00835,,166 TAGORE LANE SINGAPORE 787573 HARFORD ENGINEERING PTE LTD,
DORM-00867,00 SINGAPORE 637110 LNT COATING,16 TUAS SOUTH STREET 8 #00,PTE. LTD.
DORM-01094,,146 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757860 LEE YUEN ENGINEERING PTE LTD,
DORM-00936,,143 UBI AVENUE 4 SINGAPORE 408775 EVERPAINT ENTERPRISE PTE. LTD.,
DORM-00739,01 SINGAPORE 369618 HENRY ONG BUILDER,20 HARVEY ROAD #02,PTE LTD
DORM-46582,,22 TUAS VIEW LOOP SINGAPORE 637687 ENERGY ENGINEERING CONTRACTORS PTE. LTD.,
DORM-00161,,65 TUAS VIEW WALK 2 SINGAPORE 637632 CUTECH SOLUTIONS & SERVICES PTE. LTD.,
DORM-00751,,50 SENOKO DRIVE SINGAPORE 758232 SURIYA TRADING ENTERPRISES (S) PTE LTD,
DORM-45554,,29 UBI CRESCENT SINGAPORE 408582 Fatt Heng Construction Pte Ltd,
DORM-45825,,25 AND 27 TUAS VIEW WALK 2 SINGAPORE 637637 NAM ASSETS MANAGEMENT PTE. LTD.,
DORM-00792,CON & ENGINEERING,41 KAKI BUKIT ROAD 2 SINGAPORE 417858 LIANG TIA AIR,PTE LTD
DORM-00330,,5 ANG MO KIO STREET 64 SINGAPORE 569085 KONG HENG METAL POLISHING CO,
DORM-00277,,2 KAKI BUKIT VIEW SINGAPORE 415942 DLE M&E PTE. LTD.,
DORM-45889,,27 SENOKO WAY SINGAPORE 758060 BUSWAYS PTE. LTD.,
